product,review_title,review_rating,review_text
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Comfortable and fit,5.0,I bought this for my grandson at first I was like it’s a lot of money but it’s worth every penny.. light weight and very warm
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,"Great fit, feel, and function, all while looking cool enough to steal.",5.0,"I'm an east coast snowboard instructor of four years and bought this in November 2019 as my personal jacket for the winter season.I bought a medium and it fits well as a 6' slim guy, and I never had a problem with rain or water coming through. Brest pockets are well supported and the hoodie pocket is lined. Storage is different compared to a normal style jacket and there are less pockets, but the pockets you do get are large and work great. You can fit 7 PBR's comfortably, maybe 9 if you push it but I wouldn't ride in it that way. The hood has a lot of adjustment features that are a nice touch. Fully expanded accommodates a helmet just fine, and cinching the rear tightens it down for regular use well.The only downsides of this jacket come from the pull over side zip design. Your jacket has to go on before the helmet and vice versa. It only really has one vent at the left armpit. The right side is a double zipper that extends from the hem up past the armpit. I would keep it open like a vent most of the time and use the other zipper for opening and closing the jacket. Overall it's a solid wind and water shell that doesn't break the bank.My multi color variant looked awesome performed well with no real complaints for about 2/3 of the season. I got many compliments on the look of the jacket, it was quite popular. So popular in fact that a couple dudes decided to steal it. Feels bad man."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Quality Jacket,4.0,"Very warm, cool features. Love the kangaroo pocket. The hood is actually sized so you can wear it over your helmet. There are clips built into the hood that attach to your helmet too, so when you turn your head, the hood turns with you. Couple things I’d like this jacket to have (that it doesn’t):Wrist gaiters. My last few jackets have had them and I took them for granted.I wish the side zipper had a more substantial pull. It’s fine when you don’t have gloves on, but impossible to grab with a gloved hand. I bought some extenders, designed for people with poor dexterity, that work like a champ.The side zipper isn’t vented at all. You can open the vent on your right, but on the left side the zipper just opens to the world."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Great coat, its nice and long like a ski coat should, fit a hoodie under no problem! Only complaint is im in canada, when we ski it can be down to -20 down to -30 and it just isint too warm, i need to have layers underneath to stay warm this coat is more or a windbreaker with some warmness... i love the look and its really comfy but yeah was hoping it would be warmer"
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Le produit était mal emballé, avec de mauvaises coutures et certaines parties du tissu étaient abîmées (notamment la capuche)Le service client a été encore pire..."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Fits well,5.0,I got the medium. I’m 5’6” - 5’7” 190lb athletic build and it fits well. My chest is about 40-42”. My shoulders are about 20-21”. I ended up getting the Volcom overalls to match. Next year will be a great time to use this gear. Can’t wait.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Plastic jacket,1.0,Item is made of plastic and does not say anything about it in listing. Not getting the rough edges and stiffness with this material. Not sure about the warmth and breath ability of a goretex shell I was looking for
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Great jacket for snowboarding.,5.0,"Bought this for my son. He is a 6’3” snowboarder. He loves the length of this jacket to cover his behind when strapping into his snowboard. Loves all the pockets and that it is a thin,  but warm, windbreaker. We bought him a sz L."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Bibs zip/connect to jacket to prevent snow and wind intrusions.,5.0,Great jacket and bib set for skiing and other outdoor activities.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,great buy,5.0,great buy
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Comfortable and fit,5.0,I bought this for my grandson at first I was like it’s a lot of money but it’s worth every penny.. light weight and very warm
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,"Great fit, feel, and function, all while looking cool enough to steal.",5.0,"I'm an east coast snowboard instructor of four years and bought this in November 2019 as my personal jacket for the winter season.I bought a medium and it fits well as a 6' slim guy, and I never had a problem with rain or water coming through. Brest pockets are well supported and the hoodie pocket is lined. Storage is different compared to a normal style jacket and there are less pockets, but the pockets you do get are large and work great. You can fit 7 PBR's comfortably, maybe 9 if you push it but I wouldn't ride in it that way. The hood has a lot of adjustment features that are a nice touch. Fully expanded accommodates a helmet just fine, and cinching the rear tightens it down for regular use well.The only downsides of this jacket come from the pull over side zip design. Your jacket has to go on before the helmet and vice versa. It only really has one vent at the left armpit. The right side is a double zipper that extends from the hem up past the armpit. I would keep it open like a vent most of the time and use the other zipper for opening and closing the jacket. Overall it's a solid wind and water shell that doesn't break the bank.My multi color variant looked awesome performed well with no real complaints for about 2/3 of the season. I got many compliments on the look of the jacket, it was quite popular. So popular in fact that a couple dudes decided to steal it. Feels bad man."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Quality Jacket,4.0,"Very warm, cool features. Love the kangaroo pocket. The hood is actually sized so you can wear it over your helmet. There are clips built into the hood that attach to your helmet too, so when you turn your head, the hood turns with you. Couple things I’d like this jacket to have (that it doesn’t):Wrist gaiters. My last few jackets have had them and I took them for granted.I wish the side zipper had a more substantial pull. It’s fine when you don’t have gloves on, but impossible to grab with a gloved hand. I bought some extenders, designed for people with poor dexterity, that work like a champ.The side zipper isn’t vented at all. You can open the vent on your right, but on the left side the zipper just opens to the world."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Great coat, its nice and long like a ski coat should, fit a hoodie under no problem! Only complaint is im in canada, when we ski it can be down to -20 down to -30 and it just isint too warm, i need to have layers underneath to stay warm this coat is more or a windbreaker with some warmness... i love the look and its really comfy but yeah was hoping it would be warmer"
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Le produit était mal emballé, avec de mauvaises coutures et certaines parties du tissu étaient abîmées (notamment la capuche)Le service client a été encore pire..."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Fits well,5.0,I got the medium. I’m 5’6” - 5’7” 190lb athletic build and it fits well. My chest is about 40-42”. My shoulders are about 20-21”. I ended up getting the Volcom overalls to match. Next year will be a great time to use this gear. Can’t wait.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Plastic jacket,1.0,Item is made of plastic and does not say anything about it in listing. Not getting the rough edges and stiffness with this material. Not sure about the warmth and breath ability of a goretex shell I was looking for
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Great jacket for snowboarding.,5.0,"Bought this for my son. He is a 6’3” snowboarder. He loves the length of this jacket to cover his behind when strapping into his snowboard. Loves all the pockets and that it is a thin,  but warm, windbreaker. We bought him a sz L."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Bibs zip/connect to jacket to prevent snow and wind intrusions.,5.0,Great jacket and bib set for skiing and other outdoor activities.
